reviewID,date,verifiedPurchase,rating,helpful,title,review,country,helpful_aug,helpfulness_score,full_text
R1WOST8YTDBB5X,"July 9, 2024",True,1,"1,075",Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time,"This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses.",United States,1077,5.732040584,"Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses."
R11G1TPE8GOJN2,"July 23, 2025",True,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,3,4.227217557,"Sharp sunglasses with cool tech Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again."
R1YDCJ3C2J9FL8,"September 17, 2025",True,5,30,Incredible product,"I purchase the clear lenses rayban meta just before leaving on vacation and used them often to snap photos and videos on our month away. It wasn't until I returned home that I realized how much incredible footage I took hands free. The quality of the images and videos are so impressive with a really large field of view. There is no way I could have captured so many great moments on our holiday with a conventional camera or phone. Totally unobtrusive hands free operation, just say “hey meta” take a picture or video and the glasses do the rest. I also use them to listen to my music with really good audio quality, especially considering I cant even figure out where the sound is coming from. Meta ai also answers questions and translates several languages, (hopefully meta adds Greek to the translated languages though). These were a great purchase, and cost less than my regular sunglasses that are plastic with no I.Q",United States,34,8.472634703,"Incredible product I purchase the clear lenses rayban meta just before leaving on vacation and used them often to snap photos and videos on our month away. It wasn't until I returned home that I realized how much incredible footage I took hands free. The quality of the images and videos are so impressive with a really large field of view. There is no way I could have captured so many great moments on our holiday with a conventional camera or phone. Totally unobtrusive hands free operation, just say “hey meta” take a picture or video and the glasses do the rest. I also use them to listen to my music with really good audio quality, especially considering I cant even figure out where the sound is coming from. Meta ai also answers questions and translates several languages, (hopefully meta adds Greek to the translated languages though). These were a great purchase, and cost less than my regular sunglasses that are plastic with no I.Q"
R26NJCL81JUD26,"December 25, 2025",True,5,,Todo funciona bien y cumple con todo lo que esperaba,Excelentes,United States,3,5.467719362,Todo funciona bien y cumple con todo lo que esperaba Excelentes
R11G1TPE8GOJN2,"July 23, 2025",True,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,3,5.898224261,"Sharp sunglasses with cool tech Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again."
R1W8SXTGV55AUH,"December 7, 2025",True,4,8,"Great smart shades, but need more power",,United States,7,5.468238331,"Great smart shades, but need more power"
R2D8KRJ7S91UAD,"December 13, 2025",True,5,,Worth it!,"Love everything this does!!! Only complaint is that I ordered a large and it still feels snug. Maybe it will expand the more I use.<br>Easy set up. Great to use when walking and not needing earphones. Having the hands free to take picture, is amazing.<br>Planning to get other styles.",United States,3,6.024698539,"Worth it! Love everything this does!!! Only complaint is that I ordered a large and it still feels snug. Maybe it will expand the more I use.<br>Easy set up. Great to use when walking and not needing earphones. Having the hands free to take picture, is amazing.<br>Planning to get other styles."
R1IGEHI2ZUP523,"December 22, 2025",True,5,,super handy!!,I love these glasses! They're super helpful to use when I don't want to take out my phone. Trying the display ones next!,United States,1,5.056776977,super handy!! I love these glasses! They're super helpful to use when I don't want to take out my phone. Trying the display ones next!
R1WOST8YTDBB5X,"July 9, 2024",True,1,"1,075",Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time,"This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses.",United States,1073,4.894995306,"Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses."
R205YGPW1B73VY,"December 15, 2025",True,5,3,They’re great!,"Got these for my boyfriend for Christmas. Clearly couldn’t wait until Christmas to give them to him I was too excited plus wanted to give them early incase we needed to return or replace them. He LOVES them, my only regret is not getting the transition lenses because he wants to wear them all the time! They fit great and work great camera quality is actually really good! Would recommend. I plan to purchase some for myself (:",United States,3,5.984164525,"They’re great! Got these for my boyfriend for Christmas. Clearly couldn’t wait until Christmas to give them to him I was too excited plus wanted to give them early incase we needed to return or replace them. He LOVES them, my only regret is not getting the transition lenses because he wants to wear them all the time! They fit great and work great camera quality is actually really good! Would recommend. I plan to purchase some for myself (:"
R24UTND7XPYJSY,"September 18, 2025",True,4,,exelente acesorio,exelente acesorio,United States,0,4.280671742,exelente acesorio exelente acesorio
R25H9N3Y8BKRX8,"December 20, 2025",True,3,,"CAUTION, IT MAY NOT WORK IN YOUR REGION","META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future.",United States,4,2.297958892,"CAUTION, IT MAY NOT WORK IN YOUR REGION META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future."
R1MPU3YRLWBF5,"December 12, 2025",True,5,11,Great Product For Content Creators,"It’s a great product for what it is I just isn’t for me. I’m not taking away any stars because it does exactly what it’s designed to do and it does it really well, audio quality is great as well as photo and video quality. But after using for a few days I just cannot find a use for it in my life. I believe this is a great product for anyone in the content creation business which while I am (kinda) it’s just not something I can justify. This product though it amazing I recommend it to anyone.",United States,10,7.134521552,"Great Product For Content Creators It’s a great product for what it is I just isn’t for me. I’m not taking away any stars because it does exactly what it’s designed to do and it does it really well, audio quality is great as well as photo and video quality. But after using for a few days I just cannot find a use for it in my life. I believe this is a great product for anyone in the content creation business which while I am (kinda) it’s just not something I can justify. This product though it amazing I recommend it to anyone."
R1LPZH3QJAOVAI,"December 4, 2025",True,5,,Excelentes  a mi esposo le encantan,Excelentes  a mi esposo le encantan,United States,2,5.804314697,Excelentes  a mi esposo le encantan Excelentes  a mi esposo le encantan
R12V3WYDC232SV,"November 18, 2025",True,5,10,Best action adventure capturing device.,One of the best purchases ever! I have captured so many cool events that I would never have done with a phone. The POV is prefect and you can listen to music the whole time. Sound quality is actually pretty incredible. 10/10. Send it get a pair.,United States,10,6.916400156,Best action adventure capturing device. One of the best purchases ever! I have captured so many cool events that I would never have done with a phone. The POV is prefect and you can listen to music the whole time. Sound quality is actually pretty incredible. 10/10. Send it get a pair.
R1A5PYV24OQSDL,"October 9, 2025",True,5,,Impressive tech in a stylish pair of glasses,"These Ray-Ban Meta smart glasses cover almost all my needs — the camera, audio, and microphone quality are excellent. I really like the overall look and color; they feel premium and stylish. It fits a bit tightly on the sides of my head, but that also means it stays secure and doesn’t slip off easily. The main downsides are the limited video recording time and the fact that it only works with Meta’s own apps. The charging process is smooth, though the case is a bit bulky and could’ve been smaller. I’ve been using it for quite a while now and overall, I’m very satisfied with the experience.",United States,0,4.986126169,"Impressive tech in a stylish pair of glasses These Ray-Ban Meta smart glasses cover almost all my needs — the camera, audio, and microphone quality are excellent. I really like the overall look and color; they feel premium and stylish. It fits a bit tightly on the sides of my head, but that also means it stays secure and doesn’t slip off easily. The main downsides are the limited video recording time and the fact that it only works with Meta’s own apps. The charging process is smooth, though the case is a bit bulky and could’ve been smaller. I’ve been using it for quite a while now and overall, I’m very satisfied with the experience."
R1W8SXTGV55AUH,"December 7, 2025",True,4,8,"Great smart shades, but need more power",,United States,9,5.061119295,"Great smart shades, but need more power"
R1F2ACA7GU8HRC,"December 17, 2025",True,4,,FRAGILE!! DONT DROP IN ANY WAY!!,I love them .....but DONT DROP THEM!!! recommend getting a way to make sure they dont fall mine stopped working one small drop like 2ft drop if not less than that,United States,0,3.711496891,FRAGILE!! DONT DROP IN ANY WAY!! I love them .....but DONT DROP THEM!!! recommend getting a way to make sure they dont fall mine stopped working one small drop like 2ft drop if not less than that
R1TIQVB9WPFA53,"December 26, 2025",True,5,,Exelente,Exelente,United States,0,5.21733092,Exelente Exelente
R16KQFW7VMCCIZ,"December 14, 2025",True,3,,Not worth the money yet,"Frames are thick. This is the style of sunglasses my husband wears but they look very different on because of the width.<br>Overall a cool concept , translation didn't really work. Hearing meta talk was perfect sound quality which was wild. Picture only takes a wide angle, no zooming in. So you have to be super close if you want a closer shot.<br>Pov video call quality is low for the other person. Can't actually use a teleprompter or see anything inside the lense. Still pretty gimmicky now. I'll wait til they improve or look at a different brand.",United States,0,1.868834382,"Not worth the money yet Frames are thick. This is the style of sunglasses my husband wears but they look very different on because of the width.<br>Overall a cool concept , translation didn't really work. Hearing meta talk was perfect sound quality which was wild. Picture only takes a wide angle, no zooming in. So you have to be super close if you want a closer shot.<br>Pov video call quality is low for the other person. Can't actually use a teleprompter or see anything inside the lense. Still pretty gimmicky now. I'll wait til they improve or look at a different brand."
R205YGPW1B73VY,"December 15, 2025",True,5,3,They’re great!,"Got these for my boyfriend for Christmas. Clearly couldn’t wait until Christmas to give them to him I was too excited plus wanted to give them early incase we needed to return or replace them. He LOVES them, my only regret is not getting the transition lenses because he wants to wear them all the time! They fit great and work great camera quality is actually really good! Would recommend. I plan to purchase some for myself (:",United States,5,4.801037878,"They’re great! Got these for my boyfriend for Christmas. Clearly couldn’t wait until Christmas to give them to him I was too excited plus wanted to give them early incase we needed to return or replace them. He LOVES them, my only regret is not getting the transition lenses because he wants to wear them all the time! They fit great and work great camera quality is actually really good! Would recommend. I plan to purchase some for myself (:"
R1JOBX8ZVAGZ60,"January 19, 2025",True,4,115,Great But Short Battery Life,"I bought these used with minor scratches, no problem because I got them to put prescription lenses in. After my annual eye test (my vision thankfully has been stable this year for a change, so the prescription was the same) I gave them to the staff to send off for lenses after signing a waiver that they would not be responsible for any damage to my frames. When I picked them up, my doctor said the company declined to fit the lenses, so he did it himself. My new lenses are progressive, transition, and coated, but in the car they won’t darken much, if at all, because the car’s glass absorbs UV, so I bought aftermarket clip-on, flip-up sunglasses for my Wayfarers.<br><br>Back home the first thing I did was charge them. Then I downloaded the app, turned them on, put them on, and ran through the instructions. They were very clear and easy to follow.<br><br>As eyeglasses, I like the fit and the big lenses. I’m not crazy about the looks, but I didn’t buy them for how they look to others, and to the minor extent that I care, the Wayfarer style is classic.<br><br>As smart glasses, I like how easy it was to pair Bluetooth with my i14. The audio quality is excellent, as far as I can tell with my minor old age hearing loss, and open ear lets me hear the outside world. I’m not so good with the volume control yet, so I do that on my phone, but the audio pause/resume feature is useful. The glasses give an audio cue when I put them on, and another very shortly after when Bluetooth is active. The only times I’ve used the camera were when I fat-fingered the button by mistake, but the photos looked okay before I deleted them on my phone. I like the way the glasses answer the phone and handle texts, hands-free and more convenient than my Fitbit Sense 2, great when driving. I haven’t tried talking to “Hey, Meta” much, but it’s a very interesting feature.<br><br>My main disappointment is the short battery life, in hindsight not surprising with such small batteries. Sometimes I carry my old glasses in my shirt pocket so I can switch while I charge these. The app, which by the way should stay active when wearing these glasses, displays battery %. Charging in the case requires some jiggling to make contact. The charging case is not sold separately. I bought an aftermarket charger that’s easier to use, seems faster, and lets me charge in more than one place: case in the car, new charger in the bedroom. Oh, before I forget again, the glasses give an audio low battery warning at 15% and again at 5%. After charging, when I put them on, they give an audio report, 100% battery.<br><br>This review page suggests that I should mention value for money. I consider this a positive, with audio better than in-ear plugs or pods, still camera and video camera, phone and text answering, access to AI, and stylish sunglasses for much less than the total price of buying them all separately.<br><br>One thing I try to remember when I write a review, if I had it to do over again knowing what I know now, would I still buy it? Yes!<br><br>Edited to add: Yesterday I started a timer when I put on the glasses. I didn't use the audio much, maybe half an hour or so in total, and the 15% bat warning came at 5 hours and 45 minutes, better than I expected. I will time it with full time audio music and report. The aftermarket charger took them back to 100% in 57 minutes. I haven't timed the charging case yet, but will add that when I do.<br><br>Updated edit: After several charges using each, although not precisely timed, the case and the aftermarket charger take substantially the same amount of time to charge the Wayfarers to 100%. The aftermarket charger has a light on full-time when it’s holding the glasses, red for charging and green for fully charged. The case’s light turns on only briefly upon opening or closing the case. Rather than interrupting the charging process to check battery status, especially when charging with the case, I use the app to get the current battery percentage.",United States,114,8.572131297,"Great But Short Battery Life I bought these used with minor scratches, no problem because I got them to put prescription lenses in. After my annual eye test (my vision thankfully has been stable this year for a change, so the prescription was the same) I gave them to the staff to send off for lenses after signing a waiver that they would not be responsible for any damage to my frames. When I picked them up, my doctor said the company declined to fit the lenses, so he did it himself. My new lenses are progressive, transition, and coated, but in the car they won’t darken much, if at all, because the car’s glass absorbs UV, so I bought aftermarket clip-on, flip-up sunglasses for my Wayfarers.<br><br>Back home the first thing I did was charge them. Then I downloaded the app, turned them on, put them on, and ran through the instructions. They were very clear and easy to follow.<br><br>As eyeglasses, I like the fit and the big lenses. I’m not crazy about the looks, but I didn’t buy them for how they look to others, and to the minor extent that I care, the Wayfarer style is classic.<br><br>As smart glasses, I like how easy it was to pair Bluetooth with my i14. The audio quality is excellent, as far as I can tell with my minor old age hearing loss, and open ear lets me hear the outside world. I’m not so good with the volume control yet, so I do that on my phone, but the audio pause/resume feature is useful. The glasses give an audio cue when I put them on, and another very shortly after when Bluetooth is active. The only times I’ve used the camera were when I fat-fingered the button by mistake, but the photos looked okay before I deleted them on my phone. I like the way the glasses answer the phone and handle texts, hands-free and more convenient than my Fitbit Sense 2, great when driving. I haven’t tried talking to “Hey, Meta” much, but it’s a very interesting feature.<br><br>My main disappointment is the short battery life, in hindsight not surprising with such small batteries. Sometimes I carry my old glasses in my shirt pocket so I can switch while I charge these. The app, which by the way should stay active when wearing these glasses, displays battery %. Charging in the case requires some jiggling to make contact. The charging case is not sold separately. I bought an aftermarket charger that’s easier to use, seems faster, and lets me charge in more than one place: case in the car, new charger in the bedroom. Oh, before I forget again, the glasses give an audio low battery warning at 15% and again at 5%. After charging, when I put them on, they give an audio report, 100% battery.<br><br>This review page suggests that I should mention value for money. I consider this a positive, with audio better than in-ear plugs or pods, still camera and video camera, phone and text answering, access to AI, and stylish sunglasses for much less than the total price of buying them all separately.<br><br>One thing I try to remember when I write a review, if I had it to do over again knowing what I know now, would I still buy it? Yes!<br><br>Edited to add: Yesterday I started a timer when I put on the glasses. I didn't use the audio much, maybe half an hour or so in total, and the 15% bat warning came at 5 hours and 45 minutes, better than I expected. I will time it with full time audio music and report. The aftermarket charger took them back to 100% in 57 minutes. I haven't timed the charging case yet, but will add that when I do.<br><br>Updated edit: After several charges using each, although not precisely timed, the case and the aftermarket charger take substantially the same amount of time to charge the Wayfarers to 100%. The aftermarket charger has a light on full-time when it’s holding the glasses, red for charging and green for fully charged. The case’s light turns on only briefly upon opening or closing the case. Rather than interrupting the charging process to check battery status, especially when charging with the case, I use the app to get the current battery percentage."
R1F2ACA7GU8HRC,"December 17, 2025",True,4,,FRAGILE!! DONT DROP IN ANY WAY!!,I love them .....but DONT DROP THEM!!! recommend getting a way to make sure they dont fall mine stopped working one small drop like 2ft drop if not less than that,United States,0,2.277146844,FRAGILE!! DONT DROP IN ANY WAY!! I love them .....but DONT DROP THEM!!! recommend getting a way to make sure they dont fall mine stopped working one small drop like 2ft drop if not less than that
R20R81N725ETKS,"December 10, 2025",True,4,,Battery doesn’t last,Good but the battery doesn’t last,United States,2,4.479047652,Battery doesn’t last Good but the battery doesn’t last
R11G1TPE8GOJN2,"July 23, 2025",True,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,5,5.692278572,"Sharp sunglasses with cool tech Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again."
R1VNGYX16YTMGW,"September 8, 2025",True,4,,Transitions not very good..,You would think transition would be clear inside and sunglasses outside. Its not. They turn a little bit green but block no sun. I should have just bought one clean and one full on sunglasses.,United States,0,2.699853699,Transitions not very good.. You would think transition would be clear inside and sunglasses outside. Its not. They turn a little bit green but block no sun. I should have just bought one clean and one full on sunglasses.
R25H9N3Y8BKRX8,"December 20, 2025",True,3,,"CAUTION, IT MAY NOT WORK IN YOUR REGION","META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future.",United States,4,2.844626203,"CAUTION, IT MAY NOT WORK IN YOUR REGION META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future."
R1A5PYV24OQSDL,"October 9, 2025",True,5,,Impressive tech in a stylish pair of glasses,"These Ray-Ban Meta smart glasses cover almost all my needs — the camera, audio, and microphone quality are excellent. I really like the overall look and color; they feel premium and stylish. It fits a bit tightly on the sides of my head, but that also means it stays secure and doesn’t slip off easily. The main downsides are the limited video recording time and the fact that it only works with Meta’s own apps. The charging process is smooth, though the case is a bit bulky and could’ve been smaller. I’ve been using it for quite a while now and overall, I’m very satisfied with the experience.",United States,3,5.887281152,"Impressive tech in a stylish pair of glasses These Ray-Ban Meta smart glasses cover almost all my needs — the camera, audio, and microphone quality are excellent. I really like the overall look and color; they feel premium and stylish. It fits a bit tightly on the sides of my head, but that also means it stays secure and doesn’t slip off easily. The main downsides are the limited video recording time and the fact that it only works with Meta’s own apps. The charging process is smooth, though the case is a bit bulky and could’ve been smaller. I’ve been using it for quite a while now and overall, I’m very satisfied with the experience."
